time,user_id,eeg_1,eeg_2,emg_1,emg_2,blink_l,blink_r,gaze_x,gaze_y,gaze_z,event_label
2026-06-02 09:13:02.708+00,6021713,13.391956686973572,-6.554245948791504,25.921180844306946,23.613855242729187,,,,,,Null
2026-06-02 09:13:02.712+00,6021713,13.382792472839355,-6.5481215715408325,25.937139987945557,23.64961802959442,,,,,,Null
2026-06-02 09:13:02.716+00,6021713,13.394951820373535,-6.528586149215698,25.939688086509705,23.641347885131836,,,,,,Null
2026-06-02 09:13:02.72+00,6021713,13.385117053985596,-6.528675556182861,25.913000106811523,23.6147940158844,,,,,,Null
2026-06-02 09:13:02.724+00,6021713,,,,,1,1,0.07584737241268158,0.2359580248594284,-4.155287265777588,Null
2026-06-02 09:13:02.724+00,6021713,13.370677828788757,-6.542176008224487,25.88595449924469,23.59950542449951,,,,,,Null
2026-06-02 09:13:02.728+00,6021713,13.373002409934998,-6.565868854522705,25.91697871685028,23.606210947036743,,,,,,Null
2026-06-02 09:13:02.732+00,6021713,13.397857546806335,-6.567701697349548,25.953680276870728,23.630619049072266,,,,,,Null
2026-06-02 09:13:02.736+00,6021713,,,,,1,1,0.07739774882793427,0.2366180419921875,-4.154922008514404,Null
2026-06-02 09:13:02.736+00,6021713,13.408318161964417,-6.53761625289917,25.9401798248291,23.64027500152588,,,,,,Null
2026-06-02 09:13:02.74+00,6021713,13.39566707611084,-6.5283626317977905,25.9152352809906,23.618504405021667,,,,,,Null
2026-06-02 09:13:02.744+00,6021713,13.393163681030273,-6.540119647979736,25.909021496772766,23.598119616508484,,,,,,Null
2026-06-02 09:13:02.748+00,6021713,13.397008180618286,-6.538644433021545,25.921359658241272,23.62065017223358,,,,,,Null
2026-06-02 09:13:02.752+00,6021713,13.405859470367432,-6.534263491630554,25.92627704143524,23.63942563533783,,,,,,Null
2026-06-02 09:13:02.756+00,6021713,13.38869333267212,-6.538286805152893,25.914743542671204,23.63012731075287,,,,,,Null
2026-06-02 09:13:02.76+00,6021713,13.375237584114075,-6.5548717975616455,25.91724693775177,23.610413074493408,,,,,,Null
2026-06-02 09:13:02.764+00,6021713,,,,,1,1,0.0810217559337616,0.23806042969226837,-4.154301643371582,Null
2026-06-02 09:13:02.764+00,6021713,13.373896479606628,-6.5512508153915405,25.920242071151733,23.618727922439575,,,,,,Null
2026-06-02 09:13:02.768+00,6021713,13.38551938533783,-6.538912653923035,25.93579888343811,23.61711859703064,,,,,,Null
2026-06-02 09:13:02.772+00,6021713,13.381674885749817,-6.546199321746826,25.94505250453949,23.62552285194397,,,,,,Null
2026-06-02 09:13:02.776+00,6021713,13.379350304603577,,,,,,,,,Null
2026-06-02 09:13:02.776+00,6021713,,-6.549999117851257,25.92591941356659,23.617297410964966,,,,,,Null
2026-06-02 09:13:02.78+00,6021713,,,,,1,1,0.08262438327074051,0.2387804239988327,-4.153876781463623,Null
2026-06-02 09:13:02.78+00,6021713,13.389408588409424,,,,,,,,,Null
2026-06-02 09:13:02.78+00,6021713,,-6.5496861934661865,25.89842677116394,23.60151708126068,,,,,,Null
2026-06-02 09:13:02.784+00,6021713,13.377875089645386,,,,,,,,,Null
2026-06-02 09:13:02.784+00,6021713,,-6.554469466209412,25.88193118572235,23.594677448272705,,,,,,Null
2026-06-02 09:13:02.788+00,6021713,13.375863432884216,,,,,,,,,Null
2026-06-02 09:13:02.788+00,6021713,,-6.550312042236328,25.91697871685028,23.6031711101532,,,,,,Null
2026-06-02 09:13:02.792+00,6021713,,,,,1,1,0.08443859219551086,0.23955413699150085,-4.153334140777588,Null
2026-06-02 09:13:02.792+00,6021713,13.374701142311096,,,,,,,,,Null
2026-06-02 09:13:02.792+00,6021713,,-6.5431147813797,25.944337248802185,23.61716330051422,,,,,,Null
2026-06-02 09:13:02.796+00,6021713,13.369247317314148,,,,,,,,,Null
2026-06-02 09:13:02.796+00,6021713,,-6.541460752487183,25.933340191841125,23.622751235961914,,,,,,Null
